DOCUMENT INFORMATION,PRIMARY CASE INFORMATION,PRIMARY CASE DATE,STATE,TREATMENT,TREATED CASE INFORMATION,TREATED CASE DATE
"Supreme Court of California. July 01, 1864 25 Cal. 397 1864 WL 663
Extracted from page: 7
","Turner v. Tuolumne County Water Co., 25 Cal. 397, 1864 WL 663 (Cal. July 01, 1864)
","July 01, 1864",California,Overruled by," 1.  Dixon v. Pluns 
33 P. 268 , 98 Cal. 384 , 20 L.R.A. 698 , 35 Am.St.Rep. 180 , Cal. , (NO. 14,429 )
","May 31, 1893"
"Supreme Court of California. April 01, 1864 24 Cal. 373 1864 WL 586
Extracted from page: 8
","Owen v. Morton, 24 Cal. 373, 1864 WL 586 (Cal. Apr. 01, 1864)
","Apr. 01, 1864",California,Abrogated by," 1.  Hidden v. Jordan 
28 Cal. 301 , 1865 WL 546 , Cal.
","Apr. 01, 1865"
"Supreme Court of California. April 01, 1864 25 Cal. 252 1864 WL 649
Extracted from page: 8
","Higgins v. Houghton, 25 Cal. 252, 1864 WL 649 (Cal. Apr. 01, 1864)
","Apr. 01, 1864",California,Overruled by," 1.  Hermocilla v. Hubbell 
26 P. 611 , 89 Cal. 5 , Cal. , (NO. 14,045 )
","May 02, 1891"
"Supreme Court of California. July 01, 1864 25 Cal. 460 1864 WL 668
Extracted from page: 9
","Boyce v. California Stage Co., 25 Cal. 460, 1864 WL 668 (Cal. July 01, 1864)
","July 01, 1864",California,Overruled by," 1.  People v. Hutchinson 
78 Cal.Rptr. 196 , 455 P.2d 132 , 71 Cal.2d 342 , Cal. , (NO. CR. 13154 )
","June 18, 1969"
"Supreme Court of California. April 01, 1864 24 Cal. 644 1864 WL 618
Extracted from page: 10
","Minturn v. Brower, 24 Cal. 644, 1864 WL 618 (Cal. Apr. 01, 1864)
","Apr. 01, 1864",California,Overruled by," 1.  F.A. Hihn Co. v. City of Santa Cruz 
150 P. 62 , 170 Cal. 436 , Cal. , (NO. 6385 )
","June 18, 1915"
"Supreme Court of California. July 01, 1864 25 Cal. 635 1864 WL 693
Extracted from page: 10
","People ex rel. Cent. Pacific R. Co. of California v. Coon, 25 Cal. 635, 1864 WL 693 (Cal. July 01, 1864)
","July 01, 1864",California,Overruled by," 1.  In re Philbrook  
40 P. 1061 , 108 Cal. 14 , Cal. , (NO. 21,188 )
","July 05, 1895"
"Supreme Court of California. December 27, 1932 217 Cal. 96 17 P.2d 740
Extracted from page: 19
","Bee v. Cooper, No. LA 12842, 217 Cal. 96, 17 P.2d 740 (Cal. Dec. 27, 1932)
","Dec. 27, 1932",California,Overruled by," 1.  Leung v. Verdugo Hills Hospital 
145 Cal.Rptr.3d 553 , 282 P.3d 1250 , 55 Cal.4th 291 , 12 Cal. Daily Op. Serv. 9646 , 2012 Daily Journal D.A.R. 11,751 , Cal. , (NO. S192768 )
","Aug. 23, 2012"
"Supreme Court of California. September 28, 1932 216 Cal. 474 14 P.2d 512
Extracted from page: 22
","L.W. Blinn Lumber Co. v. Los Angeles County, No. LA 11514, 216 Cal. 474, 14 P.2d 512, 84 A.L.R. 1304 (Cal. Sep. 28, 1932)
","Sep. 28, 1932",California,Overruled by," 1.  De Luz Homes v. County of San Diego 
290 P.2d 544 , 45 Cal.2d 546 , Cal. , (NO. L.A. 23564 , L.A. 23656 )
","Nov. 25, 1955"
"05, 1932 216 Cal. 174 13 P.2d 659
Extracted from page: 23
","Bettencourt v. Bank of Italy Nat. Trust & Sav. Ass'n, No. SF 13535, 216 Cal. 174, 13 P.2d 659 (Cal. Aug. 05, 1932)
","Aug. 05, 1932",California,Overruled by," 1.  Pacific Western Oil Co. v. Bern Oil Co.
87 P.2d 1045 , 13 Cal.2d 60 , Cal. , (NO. L.A. 16210 )
","Mar. 03, 1939"
"05, 1932 216 Cal. 174 13 P.2d 659
Extracted from page: 23
","Bettencourt v. Bank of Italy Nat. Trust & Sav. Ass'n, No. SF 13535, 216 Cal. 174, 13 P.2d 659 (Cal. Aug. 05, 1932)
","Aug. 05, 1932",California,Overruled by," 2.  Pigeon Point Ranch, Inc. v. Perot 
28 Cal.Rptr. 865 , 379 P.2d 321 , 59 Cal.2d 227 , Cal. , (NO. LA 27012 )
","Feb. 26, 1963"
